date,lastvalue,difference
2010-11-15,1119.5,12
2010-11-16,1129.2,9.7
2010-11-17,1129.2,0
2010-11-18,1138.5,9.3
2010-11-19,1138.9,0.4
2010-11-22,1131.7,-7.2
2010-11-23,1126.5,-5.2
2010-11-24,1134.2,7.7
2010-11-25,1148.9,14.7
2010-11-26,1144.4,-4.5
2010-11-29,1147.6,3.2
2010-11-30,1157.3,9.7
2010-12-01,1154.5,-2.8
2010-12-02,1154.2,-0.3
2010-12-03,1149.3,-4.9
2010-12-06,1143.5,-5.8
2010-12-07,1133.6,-9.9
2010-12-08,1134.2,0.6
2010-12-09,1140.7,6.5
2010-12-10,1138.4,-2.3
2010-12-13,1141.6,3.2
2010-12-14,1143.5,1.9
2010-12-15,1141.4,-2.1
2010-12-16,1151.2,9.8
2010-12-17,1156.5,5.3
2010-12-20,1150.8,-5.7
2010-12-21,1164.9,14.1
2010-12-22,1153.3,-11.6
2010-12-23,1155.5,2.2
2010-12-24,1151.5,-4
2010-12-27,1152,0.5
2010-12-28,1150.6,-1.4
2010-12-29,1147.5,-3.1
2010-12-30,1146.1,-1.4
2010-12-31,1138.9,-7.2
2011-01-03,1138.9,0
2011-01-04,1127.5,-11.4
2011-01-05,1122.3,-5.2
2011-01-06,1125,2.7
2011-01-07,1123.1,-1.9
2011-01-10,1122.1,-1
2011-01-11,1120.6,-1.5
2011-01-12,1126.2,5.6
2011-01-13,1120,-6.2
2011-01-14,1112.2,-7.8
2011-01-17,1114.7,2.5
2011-01-18,1114.7,0
2011-01-19,1116.8,2.1
2011-01-20,1112.5,-4.3
2011-01-21,1118.2,5.7
2011-01-24,1122,3.8
2011-01-25,1120.3,-1.7
2011-01-26,1117.6,-2.7
2011-01-27,1118.2,0.6
2011-01-28,1114.3,-3.9
2011-01-31,1114.3,0
2011-02-01,1122.7,8.4
2011-02-07,1116.7,-6
2011-02-08,1107,-9.7
2011-02-09,1104.4,-2.6
2011-02-10,1104.8,0.4
2011-02-11,1112.9,8.1
2011-02-14,1120.7,7.8
2011-02-15,1123.9,3.2
2011-02-16,1122.5,-1.4
2011-02-17,1120.7,-1.8
2011-02-18,1116.2,-4.5
2011-02-21,1113,-3.2
2011-02-22,1116.4,3.4
2011-02-23,1125.9,9.5
2011-02-24,1125.8,-0.1
2011-02-25,1126.9,1.1
2011-02-28,1127.9,1
2011-03-02,1128.8,0.9
2011-03-03,1128.4,-0.4
2011-03-04,1122.6,-5.8
2011-03-07,1116.2,-6.4
2011-03-08,1117.9,1.7
2011-03-09,1117.4,-0.5
2011-03-10,1115.2,-2.2
2011-03-11,1118.4,3.2
2011-03-14,1124.5,6.1
2011-03-15,1129.8,5.3
2011-03-16,1131.3,1.5
2011-03-17,1132.8,1.5
2011-03-18,1137.6,4.8
2011-03-21,1128.3,-9.3
2011-03-22,1125.9,-2.4
2011-03-23,1121.7,-4.2
2011-03-24,1123.7,2
2011-03-25,1122.8,-0.9
2011-03-28,1114.5,-8.3
2011-03-29,1114.2,-0.3
2011-03-30,1114.6,0.4
2011-03-31,1107.2,-7.4
2011-04-01,1100.1,-7.1
2011-04-04,1094.6,-5.5
2011-04-05,1086.9,-7.7
2011-04-06,1089.7,2.8
2011-04-07,1085.5,-4.2
2011-04-08,1088,2.5
2011-04-11,1085.4,-2.6
2011-04-12,1084.4,-1
2011-04-13,1091.7,7.3
2011-04-14,1092.5,0.8
2011-04-15,1089.4,-3.1
2011-04-18,1087.9,-1.5
2011-04-19,1089.9,2
2011-04-20,1092.8,2.9
2011-04-21,1083.7,-9.1
2011-04-22,1080.1,-3.6
2011-04-25,1081.8,1.7
2011-04-26,1081.5,-0.3
2011-04-27,1085.5,4
2011-04-28,1079.9,-5.6
2011-04-29,1072.3,-7.6
2011-05-02,1073.3,1
2011-05-03,1066.8,-6.5
2011-05-04,1070.2,3.4
2011-05-06,1074.6,4.4
2011-05-09,1085,10.4
2011-05-11,1079.9,-5.1
2011-05-12,1074.9,-5
2011-05-13,1082.7,7.8
2011-05-16,1088.9,6.2
2011-05-17,1092.8,3.9
2011-05-18,1091.4,-1.4
2011-05-19,1086.7,-4.7
2011-05-20,1084.7,-2
2011-05-23,1082.7,-2
2011-05-24,1091.7,9
2011-05-25,1094.8,3.1
2011-05-26,1096.3,1.5
2011-05-27,1090.5,-5.8
2011-05-30,1082.2,-8.3
2011-05-31,1080.6,-1.6
2011-06-01,1076.9,-3.7
2011-06-02,1076.4,-0.5
2011-06-03,1080.4,4
2011-06-07,1077.5,-2.9
2011-06-08,1080.6,3.1
2011-06-09,1081.5,0.9
2011-06-10,1083.1,1.6
2011-06-13,1081.2,-1.9
2011-06-14,1085.9,4.7
2011-06-15,1083.5,-2.4
2011-06-16,1082.5,-1
2011-06-17,1088.9,6.4
2011-06-20,1087.2,-1.7
2011-06-21,1083.2,-4
2011-06-22,1081.7,-1.5
2011-06-23,1075,-6.7
2011-06-24,1076.7,1.7
2011-06-27,1077.9,1.2
2011-06-28,1086.7,8.8
2011-06-29,1081.8,-4.9
2011-06-30,1078.1,-3.7
2011-07-01,1070.1,-8
2011-07-04,1066.4,-3.7
2011-07-05,1063.8,-2.6
2011-07-06,1065.6,1.8
2011-07-07,1064.9,-0.7
2011-07-08,1064.3,-0.6
2011-07-11,1058.4,-5.9
2011-07-12,1059.7,1.3
2011-07-13,1066.2,6.5
2011-07-14,1063.2,-3
2011-07-15,1056.7,-6.5
2011-07-18,1057.3,0.6
2011-07-19,1061.2,3.9
2011-07-20,1059.7,-1.5
2011-07-21,1055.3,-4.4
2011-07-22,1055.3,0
2011-07-25,1051.2,-4.1
2011-07-26,1054.5,3.3
2011-07-27,1052.9,-1.6
2011-07-28,1050.2,-2.7
2011-07-29,1052.6,2.4
2011-08-01,1053.1,0.5
2011-08-02,1049.5,-3.6
2011-08-03,1051.3,1.8
2011-08-04,1058.6,7.3
2011-08-05,1058.5,-0.1
2011-08-08,1069.4,10.9
2011-08-09,1073.5,4.1
2011-08-10,1092.2,18.7
2011-08-11,1080.4,-11.8
2011-08-12,1085.7,5.3
2011-08-16,1078.7,-7
2011-08-17,1070,-8.7
2011-08-18,1072.7,2.7
2011-08-19,1072.3,-0.4
2011-08-22,1082.9,10.6
2011-08-23,1083.4,0.5
2011-08-24,1081,-2.4
2011-08-25,1079,-2
2011-08-26,1085.3,6.3
2011-08-29,1084.5,-0.8
2011-08-30,1076,-8.5
2011-08-31,1071.7,-4.3
2011-09-01,1070.4,-1.3
2011-09-02,1063,-7.4
2011-09-05,1062.7,-0.3
2011-09-06,1068.3,5.6
2011-09-07,1071.8,3.5
2011-09-08,1071.7,-0.1
2011-09-09,1072.8,1.1
2011-09-14,1076,3.2
2011-09-15,1100.4,24.4
2011-09-16,1108.1,7.7
2011-09-19,1106.9,-1.2
2011-09-20,1122.3,15.4
2011-09-21,1150.6,28.3
2011-09-22,1147.2,-3.4
2011-09-23,1177.5,30.3
2011-09-26,1186,8.5
2011-09-27,1184.6,-1.4
2011-09-28,1179.7,-4.9
2011-09-29,1172.7,-7
2011-09-30,1179.5,6.8
2011-10-04,1178.1,-1.4
2011-10-05,1199.5,21.4
2011-10-06,1192.4,-7.1
2011-10-07,1186.6,-5.8
2011-10-10,1179.9,-6.7
2011-10-11,1173,-6.9
2011-10-12,1164.2,-8.8
2011-10-13,1172.4,8.2
2011-10-14,1158,-14.4
2011-10-17,1160.3,2.3
2011-10-18,1145.7,-14.6
2011-10-19,1147.1,1.4
2011-10-20,1137.7,-9.4
2011-10-21,1139.5,1.8
2011-10-24,1149.5,10
2011-10-25,1137.7,-11.8
2011-10-26,1127.9,-9.8
2011-10-27,1130.4,2.5
2011-10-28,1124.5,-5.9
2011-10-31,1104.5,-20
2011-11-01,1105.2,0.7
2011-11-02,1113.9,8.7
2011-11-03,1126.2,12.3
2011-11-04,1131.5,5.3
2011-11-07,1112.6,-18.9
2011-11-08,1115,2.4
2011-11-09,1116.3,1.3
2011-11-10,1115.7,-0.6
2011-11-11,1134.3,18.6
2011-11-14,1127.3,-7
2011-11-15,1120.6,-6.7
2011-11-16,1126.2,5.6
2011-11-17,1134.5,8.3
2011-11-18,1137.6,3.1
2011-11-21,1136.4,-1.2
2011-11-22,1139.6,3.2
2011-11-23,1146.6,7
2011-11-24,1149.2,2.6
2011-11-25,1157.1,7.9
2011-11-28,1159.9,2.8
2011-11-29,1154.9,-5
2011-11-30,1150.3,-4.6
2011-12-01,1140.6,-9.7
2011-12-02,1127.2,-13.4
2011-12-05,1127.7,0.5
2011-12-06,1130.3,2.6
2011-12-07,1131.2,0.9
2011-12-08,1126.8,-4.4
2011-12-09,1130.9,4.1
2011-12-12,1142.3,11.4
2011-12-13,1145,2.7
2011-12-14,1155.4,10.4
2011-12-15,1158.5,3.1
2011-12-16,1161.4,2.9
2011-12-19,1156.5,-4.9
2011-12-20,1169.5,13
2011-12-21,1167.1,-2.4
2011-12-22,1150.9,-16.2
2011-12-23,1156.2,5.3
2011-12-26,1149.4,-6.8
2011-12-27,1150,0.6
2011-12-28,1156.4,6.4
2011-12-29,1157.4,1
2011-12-30,1153.3,-4.1
2012-01-02,1153.3,0
2012-01-03,1155.5,2.2
2012-01-04,1150.9,-4.6
2012-01-05,1147.4,-3.5
2012-01-06,1150.3,2.9
2012-01-09,1158.4,8.1
2012-01-10,1164.3,5.9
2012-01-11,1156.2,-8.1
2012-01-12,1159.4,3.2
2012-01-13,1158.8,-0.6
2012-01-16,1150.6,-8.2
2012-01-17,1154,3.4
2012-01-18,1147,-7
2012-01-19,1143.1,-3.9
2012-01-20,1136.4,-6.7
2012-01-25,1134.7,-1.7
2012-01-26,1126.3,-8.4
2012-01-27,1121.6,-4.7
2012-01-30,1123.8,2.2
2012-01-31,1125,1.2
2012-02-01,1125.8,0.8
2012-02-02,1126.4,0.6
2012-02-03,1118.5,-7.9
2012-02-06,1118.9,0.4
2012-02-07,1119.9,1
2012-02-08,1121.5,1.6
2012-02-09,1116.7,-4.8
2012-02-10,1118.1,1.4
2012-02-13,1121.2,3.1
2012-02-14,1123.2,2
2012-02-15,1123.6,0.4
2012-02-16,1123.1,-0.5
2012-02-17,1127.8,4.7
2012-02-20,1124.4,-3.4
2012-02-21,1122.7,-1.7
2012-02-22,1124.3,1.6
2012-02-23,1126.3,2
2012-02-24,1128.3,2
2012-02-27,1124.7,-3.6
2012-02-28,1128.4,3.7
2012-02-29,1126.5,-1.9
2012-03-02,1120.1,-6.4
2012-03-05,1114.5,-5.6
2012-03-06,1118.4,3.9
2012-03-07,1120.3,1.9
2012-03-08,1126.4,6.1
2012-03-09,1119.8,-6.6
2012-03-12,1116.1,-3.7
2012-03-13,1122.1,6
2012-03-14,1121.5,-0.6
2012-03-15,1123.8,2.3
2012-03-16,1129.1,5.3
2012-03-19,1124.4,-4.7
2012-03-20,1123,-1.4
2012-03-21,1123.1,0.1
2012-03-22,1127.4,4.3
2012-03-23,1130.3,2.9
2012-03-26,1133.8,3.5
2012-03-27,1138.1,4.3
2012-03-28,1136.8,-1.3
2012-03-29,1137.2,0.4
2012-03-30,1137.8,0.6
2012-04-02,1134.2,-3.6
2012-04-03,1128.1,-6.1
2012-04-04,1123.4,-4.7
2012-04-05,1127.8,4.4
2012-04-06,1129.5,1.7
2012-04-09,1130.7,1.2
2012-04-10,1137.6,6.9
2012-04-12,1137.9,0.3
2012-04-13,1142.3,4.4
2012-04-16,1134.1,-8.2
2012-04-17,1137.7,3.6
2012-04-18,1138.9,1.2
2012-04-19,1136.6,-2.3
2012-04-20,1140.5,3.9
2012-04-23,1140.2,-0.3
2012-04-24,1138.9,-1.3
2012-04-25,1141.2,2.3
2012-04-26,1139.4,-1.8
2012-04-27,1137.8,-1.6
2012-04-30,1134.2,-3.6
2012-05-02,1131.6,-2.6
2012-05-03,1126.9,-4.7
2012-05-04,1130,3.1
2012-05-07,1131.5,1.5
2012-05-08,1138.9,7.4
2012-05-09,1135.7,-3.2
2012-05-10,1140,4.3
2012-05-11,1142.5,2.5
2012-05-14,1145.2,2.7
2012-05-15,1148.7,3.5
2012-05-16,1154.1,5.4
2012-05-17,1161.9,7.8
2012-05-18,1163.2,1.3
2012-05-21,1173.1,9.9
2012-05-22,1166.7,-6.4
2012-05-23,1163.9,-2.8
2012-05-24,1171.7,7.8
2012-05-25,1177.2,5.5
2012-05-29,1180.4,3.2
2012-05-30,1178.6,-1.8
2012-05-31,1177.8,-0.8
2012-06-01,1181.6,3.8
2012-06-04,1180.3,-1.3
2012-06-05,1181.8,1.5
2012-06-07,1178.4,-3.4
2012-06-08,1170.7,-7.7
2012-06-11,1173,2.3
2012-06-12,1167,-6
2012-06-13,1170.5,3.5
2012-06-14,1167.8,-2.7
2012-06-15,1166.8,-1
2012-06-18,1164,-2.8
2012-06-19,1158.4,-5.6
2012-06-20,1158.2,-0.2
2012-06-21,1152.7,-5.5
2012-06-22,1150.1,-2.6
2012-06-25,1157.2,7.1
2012-06-26,1160.8,3.6
2012-06-27,1159.9,-0.9
2012-06-28,1157.1,-2.8
2012-06-29,1153.8,-3.3
2012-07-02,1151.9,-1.9
2012-07-03,1143.7,-8.2
2012-07-04,1141.6,-2.1
2012-07-05,1135.3,-6.3
2012-07-06,1136.5,1.2
2012-07-09,1138.4,1.9
2012-07-10,1142.4,4
2012-07-11,1143.1,0.7
2012-07-12,1144.1,1
2012-07-13,1145.8,1.7
2012-07-16,1151.4,5.6
2012-07-17,1147.6,-3.8
2012-07-18,1143.5,-4.1
2012-07-19,1140.2,-3.3
2012-07-20,1138.6,-1.6
2012-07-23,1140.7,2.1
2012-07-24,1146.9,6.2
2012-07-25,1148.1,1.2
2012-07-26,1150.9,2.8
2012-07-27,1147.2,-3.7
2012-07-30,1139.9,-7.3
2012-07-31,1136.2,-3.7
2012-08-01,1133.2,-3
2012-08-02,1127.6,-5.6
2012-08-03,1130.4,2.8
2012-08-06,1135.6,5.2
2012-08-07,1126.5,-9.1
2012-08-08,1127.3,0.8
2012-08-09,1128,0.7
2012-08-10,1126.2,-1.8
2012-08-13,1128.1,1.9
2012-08-14,1131.2,3.1
2012-08-16,1129.3,-1.9
2012-08-17,1133.1,3.8
2012-08-20,1133.3,0.2
2012-08-21,1135.5,2.2
2012-08-22,1132.5,-3
2012-08-23,1133.5,1
2012-08-24,1130.8,-2.7
2012-08-27,1133.7,2.9
2012-08-28,1135.6,1.9
2012-08-29,1137.2,1.6
2012-08-30,1134,-3.2
2012-08-31,1134.6,0.6
2012-09-03,1134.4,-0.2
2012-09-04,1131.8,-2.6
2012-09-05,1131.8,0
2012-09-06,1135,3.2
2012-09-07,1134.6,-0.4
2012-09-10,1130.5,-4.1
2012-09-11,1128.6,-1.9
2012-09-12,1129.3,0.7
2012-09-13,1126.2,-3.1
2012-09-14,1127.8,1.6
2012-09-17,1120.4,-7.4
2012-09-18,1115,-5.4
2012-09-19,1117.7,2.7
2012-09-20,1117.1,-0.6
2012-09-21,1118.2,1.1
2012-09-24,1119.4,1.2
2012-09-25,1119.8,0.4
2012-09-26,1118.6,-1.2
2012-09-27,1120.7,2.1
2012-09-28,1118.6,-2.1
2012-10-02,1112.9,-5.7
2012-10-04,1112.7,-0.2
2012-10-05,1113.3,0.6
2012-10-08,1110.6,-2.7
2012-10-09,1111.3,0.7
2012-10-10,1110.6,-0.7
2012-10-11,1114.3,3.7
2012-10-12,1115.4,1.1
2012-10-15,1111.1,-4.3
2012-10-16,1112.1,1
2012-10-17,1107.1,-5
2012-10-18,1105,-2.1
2012-10-19,1104.8,-0.2
2012-10-22,1105.3,0.5
2012-10-23,1105.1,-0.2
2012-10-24,1102.3,-2.8
2012-10-25,1103.7,1.4
2012-10-26,1101.4,-2.3
2012-10-29,1096.5,-4.9
2012-10-30,1095.9,-0.6
2012-10-31,1094.1,-1.8
2012-11-01,1090.6,-3.5
2012-11-02,1090.9,0.3
2012-11-05,1091.2,0.3
2012-11-06,1091.7,0.5
2012-11-07,1091.5,-0.2
2012-11-08,1087.1,-4.4
2012-11-09,1088.2,1.1
2012-11-12,1089.6,1.4
2012-11-13,1088.4,-1.2
2012-11-14,1090.3,1.9
2012-11-15,1087.3,-3
2012-11-16,1086.7,-0.6
2012-11-19,1089.3,2.6
2012-11-20,1086.9,-2.4
2012-11-21,1083,-3.9
2012-11-22,1083.2,0.2
2012-11-23,1084.1,0.9
2012-11-26,1086.3,2.2
2012-11-27,1084.9,-1.4
2012-11-28,1084.1,-0.8
2012-11-29,1085.4,1.3
2012-11-30,1084.7,-0.7
2012-12-03,1083.2,-1.5
2012-12-04,1083.5,0.3
2012-12-05,1083.7,0.2
2012-12-06,1082.5,-1.2
2012-12-07,1082.7,0.2
2012-12-10,1082.6,-0.1
2012-12-11,1079.4,-3.2
2012-12-12,1077.3,-2.1
2012-12-13,1075.7,-1.6
2012-12-14,1072.3,-3.4
2012-12-17,1073.9,1.6
2012-12-18,1072.9,-1
2012-12-20,1071.8,-1.1
2012-12-21,1073.4,1.6
2012-12-24,1075.4,2
2012-12-26,1074.8,-0.6
2012-12-27,1073.8,-1
2012-12-28,1072.5,-1.3
2012-12-31,1071.1,-1.4
2013-01-02,1071.1,0
2013-01-03,1064.7,-6.4
2013-01-04,1063.8,-0.9
2013-01-07,1064.1,0.3
2013-01-08,1063.4,-0.7
2013-01-09,1063.2,-0.2
2013-01-10,1062.1,-1.1
2013-01-11,1061,-1.1
2013-01-14,1056.5,-4.5
2013-01-15,1056.1,-0.4
2013-01-16,1055.4,-0.7
2013-01-17,1058.9,3.5
2013-01-18,1058.2,-0.7
2013-01-21,1056.1,-2.1
2013-01-22,1060,3.9
2013-01-23,1064.4,4.4
2013-01-24,1065.4,1
2013-01-25,1068.4,3
2013-01-28,1071.8,3.4
2013-01-29,1082.5,10.7
2013-01-30,1088,5.5
2013-01-31,1082.7,-5.3
2013-02-01,1088.9,6.2
2013-02-04,1092.9,4
2013-02-05,1089,-3.9
2013-02-06,1086.8,-2.2
2013-02-07,1088.8,2
2013-02-08,1089.3,0.5
2013-02-12,1093.8,4.5
2013-02-13,1094.2,0.4
2013-02-14,1086.4,-7.8
2013-02-15,1084.7,-1.7
2013-02-18,1079,-5.7
2013-02-19,1082.6,3.6
2013-02-20,1081.4,-1.2
2013-02-21,1077.8,-3.6
2013-02-22,1084.1,6.3
2013-02-25,1086.4,2.3
2013-02-26,1087.4,1
2013-02-27,1088,0.6
2013-02-28,1085.4,-2.6
2013-03-04,1081.9,-3.5
2013-03-05,1091.4,9.5
2013-03-06,1087,-4.4
2013-03-07,1083.6,-3.4
2013-03-08,1086.4,2.8
2013-03-11,1090.3,3.9
2013-03-12,1098.3,8
2013-03-13,1095,-3.3
2013-03-14,1097.5,2.5
2013-03-15,1105,7.5
2013-03-18,1109.9,4.9
2013-03-19,1114.8,4.9
2013-03-20,1110.2,-4.6
2013-03-21,1117.5,7.3
2013-03-22,1116.2,-1.3
2013-03-25,1117.2,1
2013-03-26,1112.5,-4.7
2013-03-27,1107.9,-4.6
2013-03-28,1109.2,1.3
2013-03-29,1112.1,2.9
2013-04-01,1112.5,0.4
2013-04-02,1115.5,3
2013-04-03,1112.8,-2.7
2013-04-04,1120.6,7.8
2013-04-05,1123.8,3.2
2013-04-08,1127.1,3.3
2013-04-09,1138.3,11.2
2013-04-10,1138.9,0.6
2013-04-11,1138.3,-0.6
2013-04-12,1129,-9.3
2013-04-15,1131.1,2.1
2013-04-16,1124.7,-6.4
2013-04-17,1119.6,-5.1
2013-04-18,1115.3,-4.3
2013-04-19,1122,6.7
2013-04-22,1118.5,-3.5
2013-04-23,1121.7,3.2
2013-04-24,1120.2,-1.5
2013-04-25,1119.2,-1
2013-04-26,1113.9,-5.3
2013-04-29,1109.2,-4.7
2013-04-30,1108.1,-1.1
2013-05-02,1102.2,-5.9
2013-05-03,1099.7,-2.5
2013-05-06,1099.9,0.2
2013-05-07,1094,-5.9
2013-05-08,1094,0
2013-05-09,1087.7,-6.3
2013-05-10,1087,-0.7
2013-05-13,1102.6,15.6
2013-05-14,1114.6,12
2013-05-15,1109.4,-5.2
2013-05-16,1113.6,4.2
2013-05-20,1114.3,0.7
2013-05-21,1118.1,3.8
2013-05-22,1112.9,-5.2
2013-05-23,1112.4,-0.5
2013-05-24,1123.7,11.3
2013-05-27,1128,4.3
2013-05-28,1125.1,-2.9
2013-05-29,1125.5,0.4
2013-05-30,1131,5.5
2013-05-31,1128.3,-2.7
2013-06-03,1126.6,-1.7
2013-06-04,1128.1,1.5
2013-06-05,1121.8,-6.3
2013-06-07,1119.2,-2.6
2013-06-10,1111.4,-7.8
2013-06-11,1123.6,12.2
2013-06-12,1133.7,10.1
2013-06-13,1131.2,-2.5
2013-06-14,1134.8,3.6
2013-06-17,1128.2,-6.6
2013-06-18,1128,-0.2
2013-06-19,1129.9,1.9
2013-06-20,1133,3.1
2013-06-21,1144.6,11.6
2013-06-24,1155.6,11
2013-06-25,1157.1,1.5
2013-06-26,1159.1,2
2013-06-27,1153.4,-5.7
2013-06-28,1149.7,-3.7
2013-07-01,1145.3,-4.4
2013-07-02,1136.9,-8.4
2013-07-03,1132.9,-4
2013-07-04,1140.6,7.7
2013-07-05,1140.2,-0.4
2013-07-08,1141.7,1.5
2013-07-09,1151.4,9.7
2013-07-10,1144.7,-6.7
2013-07-11,1138.8,-5.9
2013-07-12,1124.9,-13.9
2013-07-15,1122.3,-2.6
2013-07-16,1122.6,0.3
2013-07-17,1119,-3.6
2013-07-18,1118.1,-0.9
2013-07-19,1122.3,4.2
2013-07-22,1123.5,1.2
2013-07-23,1118.5,-5
2013-07-24,1116.5,-2
2013-07-25,1114.1,-2.4
2013-07-26,1117.3,3.2
2013-07-29,1111.7,-5.6
2013-07-30,1109.4,-2.3
2013-07-31,1113.6,4.2
2013-08-01,1119.6,6
2013-08-02,1121.4,1.8
2013-08-05,1125.4,4
2013-08-06,1116.3,-9.1
2013-08-07,1114.2,-2.1
2013-08-08,1117.3,3.1
2013-08-09,1113.6,-3.7
2013-08-12,1111.8,-1.8
2013-08-13,1113,1.2
2013-08-14,1116.5,3.5
2013-08-16,1119.5,3
2013-08-19,1115,-4.5
2013-08-20,1113.7,-1.3
2013-08-21,1121.9,8.2
2013-08-22,1118.1,-3.8
2013-08-23,1124.3,6.2
2013-08-26,1118.2,-6.1
2013-08-27,1113,-5.2
2013-08-28,1115.8,2.8
2013-08-29,1117,1.2
2013-08-30,1110.9,-6.1
2013-09-02,1109.6,-1.3
2013-09-03,1104.1,-5.5
2013-09-04,1095.9,-8.2
2013-09-05,1099.8,3.9
2013-09-06,1093.8,-6
2013-09-09,1095.4,1.6
2013-09-10,1088.2,-7.2
2013-09-11,1084.9,-3.3
2013-09-12,1087.1,2.2
2013-09-13,1083.2,-3.9
2013-09-16,1085.3,2.1
2013-09-17,1082.2,-3.1
2013-09-23,1085.2,3
2013-09-24,1075.9,-9.3
2013-09-25,1074.9,-1
2013-09-26,1076.8,1.9
2013-09-27,1074.4,-2.4
2013-09-30,1075.6,1.2
2013-10-01,1075.2,-0.4
2013-10-02,1074.5,-0.7
2013-10-04,1074.6,0.1
2013-10-07,1071.6,-3
2013-10-08,1070.5,-1.1
2013-10-10,1073.6,3.1
2013-10-11,1075.7,2.1
2013-10-14,1070.5,-5.2
2013-10-15,1072.3,1.8
2013-10-16,1067.9,-4.4
2013-10-17,1067.1,-0.8
2013-10-18,1064.4,-2.7
2013-10-21,1061.4,-3
2013-10-22,1062,0.6
2013-10-23,1061.7,-0.3
2013-10-24,1056.5,-5.2
2013-10-25,1057.2,0.7
2013-10-28,1062.3,5.1
2013-10-29,1061.4,-0.9
2013-10-30,1060.9,-0.5
2013-10-31,1061.4,0.5
2013-11-01,1059.9,-1.5
2013-11-04,1062.6,2.7
2013-11-05,1062.1,-0.5
2013-11-06,1062,-0.1
2013-11-07,1062,0
2013-11-08,1060.7,-1.3
2013-11-11,1063.5,2.8
2013-11-12,1068.5,5
2013-11-13,1070.9,2.4
2013-11-14,1072.9,2
2013-11-15,1067.3,-5.6
2013-11-18,1066.7,-0.6
2013-11-19,1060.7,-6
2013-11-20,1055.8,-4.9
2013-11-21,1056.3,0.5
2013-11-22,1061.9,5.6
2013-11-25,1061.6,-0.3
2013-11-26,1060.6,-1
2013-11-27,1060.3,-0.3
2013-11-28,1060.9,0.6
2013-11-29,1062.1,1.2
2013-12-02,1058.9,-3.2
2013-12-03,1057.7,-1.2
2013-12-04,1061.3,3.6
2013-12-05,1061.2,-0.1
2013-12-06,1060.7,-0.5
2013-12-09,1058.2,-2.5
2013-12-10,1053.1,-5.1
2013-12-11,1052.5,-0.6
2013-12-12,1051.9,-0.6
2013-12-13,1053.5,1.6
2013-12-16,1053.1,-0.4
2013-12-17,1052.6,-0.5
2013-12-18,1051.5,-1.1
2013-12-19,1052.1,0.6
2013-12-20,1058.1,6
2013-12-23,1061.9,3.8
2013-12-24,1061,-0.9
2013-12-26,1060.4,-0.6
2013-12-27,1059.4,-1
2013-12-30,1055.6,-3.8
2013-12-31,1055.3,-0.3
2014-01-02,1055.3,0
2014-01-03,1050.4,-4.9
2014-01-06,1054.1,3.7
2014-01-07,1062.2,8.1
2014-01-08,1067.9,5.7
2014-01-09,1066,-1.9
2014-01-10,1064.8,-1.2
2014-01-13,1062.8,-2
2014-01-14,1056.5,-6.3
2014-01-15,1058.4,1.9
2014-01-16,1062.5,4.1
2014-01-17,1064.2,1.7
2014-01-20,1061,-3.2
2014-01-21,1063.9,2.9
2014-01-22,1064.2,0.3
2014-01-23,1068.4,4.2
2014-01-24,1071.9,3.5
2014-01-27,1077.2,5.3
2014-01-28,1084.1,6.9
2014-01-29,1079.2,-4.9
2014-02-03,1071.1,-8.1
2014-02-04,1082.2,11.1
2014-02-05,1086.1,3.9
2014-02-06,1079.5,-6.6
2014-02-07,1076.4,-3.1
2014-02-10,1075.1,-1.3
2014-02-11,1071.9,-3.2
2014-02-12,1072,0.1
2014-02-13,1064.7,-7.3
2014-02-14,1063.9,-0.8
2014-02-17,1061.9,-2
2014-02-18,1060.5,-1.4
2014-02-19,1064.1,3.6
2014-02-20,1067.1,3
2014-02-21,1071.9,4.8
2014-02-24,1073.1,1.2
2014-02-25,1076.3,3.2
2014-02-26,1070.6,-5.7
2014-02-27,1069.9,-0.7
2014-02-28,1067.7,-2.2
2014-03-03,1066.2,-1.5
2014-03-04,1071.9,5.7
2014-03-05,1072,0.1
2014-03-06,1070.6,-1.4
2014-03-07,1067.4,-3.2
2014-03-10,1062.6,-4.8
2014-03-11,1065.9,3.3
2014-03-12,1064.8,-1.1
2014-03-13,1069.2,4.4
2014-03-14,1067.4,-1.8
2014-03-17,1072,4.6
2014-03-18,1069.9,-2.1
2014-03-19,1067.9,-2
2014-03-20,1070.7,2.8
2014-03-21,1075.3,4.6
2014-03-24,1080.3,5
2014-03-25,1079.7,-0.6
2014-03-26,1078.2,-1.5
2014-03-27,1075,-3.2
2014-03-28,1072.8,-2.2
2014-03-31,1068.8,-4
2014-04-01,1066.1,-2.7
2014-04-02,1060.5,-5.6
2014-04-03,1057,-3.5
2014-04-04,1058.1,1.1
2014-04-07,1056.1,-2
2014-04-08,1053.4,-2.7
2014-04-09,1053.6,0.2
2014-04-10,1043.2,-10.4
2014-04-11,1036,-7.2
2014-04-14,1037.5,1.5
2014-04-15,1038.9,1.4
2014-04-16,1041.2,2.3
2014-04-17,1041.3,0.1
2014-04-18,1037.1,-4.2
2014-04-21,1037.2,0.1
2014-04-22,1037.9,0.7
2014-04-23,1039.6,1.7
2014-04-24,1039.5,-0.1
2014-04-25,1038.3,-1.2
2014-04-28,1038.9,0.6
2014-04-29,1037.1,-1.8
2014-04-30,1031.7,-5.4
2014-05-02,1032.2,0.5
2014-05-07,1031.2,-1
2014-05-08,1025.6,-5.6
